nodeIP,date,sunPower,sunCurrent,sunVoltage,batteryVoltage,chargingCurrent,outputCurrent,outputVoltage,loadPower,systemTemp,batteryTemp,totalGenerated
10.0.70.40,2025-08-14 19:00:10,0.00W,0.00A,20.93V,12.68V,0.00A,0.09A,51.68V,4.65W,50,28,23488WH
10.0.70.40,2025-08-14 20:00:09,0.00W,0.00A,0.00V,12.69V,0.00A,0.08A,51.75V,4.14W,46,26,23488WH
10.0.70.40,2025-08-14 21:00:09,0.00W,0.00A,0.00V,12.64V,0.00A,0.08A,51.75V,4.14W,42,23,23488WH
10.0.70.40,2025-08-14 22:00:10,0.00W,0.00A,0.00V,12.60V,0.00A,0.08A,51.77V,4.14W,39,20,23488WH
10.0.70.40,2025-08-14 23:00:10,0.00W,0.00A,0.00V,12.56V,0.00A,0.09A,51.81V,4.66W,37,18,23488WH
10.0.70.40,2025-08-15 00:00:10,0.00W,0.00A,0.00V,12.54V,0.00A,0.09A,51.81V,4.66W,35,16,23488WH
10.0.70.40,2025-08-15 01:00:10,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.82V,4.66W,34,14,23488WH
10.0.70.40,2025-08-15 02:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.81V,4.66W,33,14,23488WH
10.0.70.40,2025-08-15 03:00:09,0.00W,0.00A,0.00V,12.45V,0.00A,0.10A,51.84V,5.18W,32,13,23488WH
10.0.70.40,2025-08-15 04:00:09,0.00W,0.00A,0.00V,12.41V,0.00A,0.09A,51.81V,4.66W,32,12,23488WH
10.0.70.40,2025-08-15 05:00:09,0.00W,0.00A,0.00V,12.41V,0.00A,0.08A,51.81V,4.14W,31,12,23488WH
10.0.70.40,2025-08-15 06:00:10,0.00W,0.00A,0.00V,12.39V,0.00A,0.09A,51.86V,4.67W,31,11,23488WH
10.0.70.40,2025-08-15 07:00:09,26.53W,1.91A,13.89V,13.35V,1.39A,0.09A,51.82V,4.66W,34,12,23492WH
10.0.70.40,2025-08-15 08:00:09,74.57W,3.43A,21.74V,14.45V,4.38A,0.16A,51.75V,8.28W,43,20,23533WH
10.0.70.40,2025-08-15 09:00:11,52.38W,2.35A,22.29V,14.56V,2.55A,0.24A,51.68V,12.40W,51,28,23592WH
10.0.70.40,2025-08-15 10:00:10,32.01W,1.42A,22.54V,14.60V,1.15A,0.22A,51.66V,11.37W,52,29,23628WH
10.0.70.40,2025-08-15 11:00:11,14.28W,0.63A,22.67V,14.62V,0.00A,0.22A,51.69V,11.37W,53,30,23649WH
10.0.70.40,2025-08-15 12:00:10,15.33W,0.68A,22.54V,14.60V,0.00A,0.22A,51.68V,11.37W,54,31,23664WH
10.0.70.40,2025-08-15 13:00:11,14.12W,0.63A,22.42V,14.62V,0.04A,0.22A,51.68V,11.37W,55,32,23681WH
10.0.70.40,2025-08-15 14:00:11,18.71W,0.83A,22.54V,14.54V,0.28A,0.22A,51.66V,11.37W,56,33,23696WH
10.0.70.40,2025-08-15 15:00:11,18.60W,0.83A,22.41V,14.69V,0.28A,0.22A,51.64V,11.36W,57,34,23711WH
10.0.70.40,2025-08-15 16:00:11,16.27W,1.17A,13.91V,13.41V,0.00A,0.22A,51.66V,11.37W,57,34,23726WH
10.0.70.40,2025-08-15 17:00:10,9.13W,0.68A,13.42V,12.96V,0.00A,0.22A,51.66V,11.37W,55,33,23736WH
10.0.70.40,2025-08-15 18:00:10,5.14W,0.39A,13.17V,12.83V,0.00A,0.22A,51.68V,11.37W,54,32,23741WH
10.0.70.40,2025-08-15 19:00:10,0.00W,0.00A,20.76V,12.75V,0.00A,0.07A,51.66V,3.62W,53,32,23744WH
10.0.70.40,2025-08-15 20:00:09,0.00W,0.00A,0.00V,12.75V,0.00A,0.08A,51.71V,4.14W,49,30,23744WH
10.0.70.40,2025-08-15 21:00:10,0.00W,0.00A,0.00V,12.69V,0.00A,0.08A,51.75V,4.14W,46,27,23744WH
10.0.70.40,2025-08-15 22:00:10,0.00W,0.00A,0.00V,12.66V,0.00A,0.08A,51.73V,4.14W,44,25,23744WH
10.0.70.40,2025-08-15 23:00:10,0.00W,0.00A,0.00V,12.62V,0.00A,0.09A,51.77V,4.66W,42,23,23744WH
10.0.70.40,2025-08-16 00:00:10,0.00W,0.00A,0.00V,12.60V,0.00A,0.08A,51.77V,4.14W,41,22,23744WH
10.0.70.40,2025-08-16 01:00:10,0.00W,0.00A,0.00V,12.56V,0.00A,0.08A,51.75V,4.14W,41,23,23744WH
10.0.70.40,2025-08-16 02:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.09A,51.75V,4.66W,41,22,23744WH
10.0.70.40,2025-08-16 03:00:10,0.00W,0.00A,0.00V,12.51V,0.00A,0.08A,51.75V,4.14W,40,22,23744WH
10.0.70.40,2025-08-16 04:00:10,0.00W,0.00A,0.00V,12.49V,0.00A,0.09A,51.79V,4.66W,39,20,23744WH
10.0.70.40,2025-08-16 05:00:10,0.00W,0.00A,0.00V,12.45V,0.00A,0.08A,51.79V,4.14W,38,19,23744WH
10.0.70.40,2025-08-16 06:00:10,0.00W,0.00A,0.00V,12.43V,0.00A,0.09A,51.79V,4.66W,38,19,23744WH
10.0.70.40,2025-08-16 07:00:09,17.81W,1.32A,13.49V,12.96V,0.77A,0.09A,51.77V,4.66W,40,19,23746WH
10.0.70.40,2025-08-16 08:00:10,52.56W,2.79A,18.84V,13.75V,2.98A,0.09A,51.71V,4.65W,48,26,23778WH
10.0.70.40,2025-08-16 09:00:10,67.37W,3.33A,20.23V,14.58V,3.61A,0.24A,51.68V,12.40W,55,31,23833WH
10.0.70.40,2025-08-16 10:00:10,38.99W,1.81A,21.54V,14.58V,1.44A,0.24A,51.66V,12.40W,57,33,23875WH
10.0.70.40,2025-08-16 11:00:10,25.05W,1.12A,22.37V,14.47V,0.72A,0.22A,51.64V,11.36W,57,34,23899WH
10.0.70.40,2025-08-16 12:00:10,26.94W,1.22A,22.08V,14.51V,0.81A,0.22A,51.64V,11.36W,59,36,23914WH
10.0.70.40,2025-08-16 13:00:10,14.18W,0.63A,22.50V,14.64V,0.00A,0.24A,51.64V,12.39W,60,37,23929WH
10.0.70.40,2025-08-16 14:00:10,14.18W,0.63A,22.50V,14.62V,0.00A,0.24A,51.62V,12.39W,61,38,23944WH
10.0.70.40,2025-08-16 15:00:10,14.15W,0.63A,22.46V,14.60V,0.00A,0.24A,51.64V,12.39W,61,38,23958WH
10.0.70.40,2025-08-16 16:00:11,15.12W,0.68A,22.24V,14.96V,0.00A,0.24A,51.62V,12.39W,60,38,23972WH
10.0.70.40,2025-08-16 17:00:11,11.17W,0.83A,13.46V,12.98V,0.00A,0.22A,51.66V,11.37W,59,37,23984WH
10.0.70.40,2025-08-16 18:00:10,9.75W,0.73A,13.36V,12.90V,0.00A,0.22A,51.66V,11.37W,57,36,23992WH
10.0.70.40,2025-08-16 19:00:10,0.00W,0.00A,20.65V,12.69V,0.00A,0.22A,51.66V,11.37W,56,35,23995WH
10.0.70.40,2025-08-16 20:00:09,0.00W,0.00A,0.00V,12.77V,0.00A,0.08A,51.69V,4.14W,52,33,23995WH
10.0.70.40,2025-08-16 21:00:10,0.00W,0.00A,0.00V,12.71V,0.00A,0.08A,51.71V,4.14W,49,30,23995WH
10.0.70.40,2025-08-16 22:00:10,0.00W,0.00A,0.00V,12.66V,0.00A,0.08A,51.71V,4.14W,47,28,23995WH
10.0.70.40,2025-08-16 23:00:09,0.00W,0.00A,0.00V,12.62V,0.00A,0.08A,51.71V,4.14W,46,27,23995WH
10.0.70.40,2025-08-17 00:00:09,0.00W,0.00A,0.00V,12.58V,0.00A,0.08A,51.71V,4.14W,45,27,23995WH
10.0.70.40,2025-08-17 01:00:10,0.00W,0.00A,0.00V,12.56V,0.00A,0.08A,51.75V,4.14W,44,26,23995WH
10.0.70.40,2025-08-17 02:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.08A,51.75V,4.14W,43,25,23995WH
10.0.70.40,2025-08-17 03:00:09,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.75V,4.66W,42,23,23995WH
10.0.70.40,2025-08-17 04:00:09,0.00W,0.00A,0.00V,12.49V,0.00A,0.08A,51.75V,4.14W,42,23,23995WH
10.0.70.40,2025-08-17 05:00:10,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.75V,4.66W,42,24,23995WH
10.0.70.40,2025-08-17 06:00:10,0.00W,0.00A,0.00V,12.45V,0.00A,0.09A,51.75V,4.66W,42,24,23995WH
10.0.70.40,2025-08-17 07:00:09,0.00W,0.00A,0.00V,12.43V,0.00A,0.08A,51.75V,4.14W,43,24,23995WH
10.0.70.40,2025-08-17 08:00:09,0.00W,0.00A,19.61V,12.43V,0.00A,0.09A,51.77V,4.66W,42,22,23995WH
10.0.70.40,2025-08-17 09:00:11,3.87W,0.29A,13.36V,12.32V,0.00A,0.22A,51.71V,11.38W,43,21,23996WH
10.0.70.40,2025-08-17 10:00:10,13.24W,1.02A,12.98V,12.54V,0.00A,0.24A,51.75V,12.42W,44,21,24002WH
10.0.70.40,2025-08-17 11:00:10,11.97W,0.93A,12.87V,12.45V,0.00A,0.24A,51.75V,12.42W,43,21,24009WH
10.0.70.40,2025-08-17 12:00:10,18.57W,1.42A,13.08V,12.58V,0.19A,0.24A,51.73V,12.42W,42,20,24016WH
10.0.70.40,2025-08-17 13:00:10,50.11W,2.74A,18.29V,13.62V,2.93A,0.24A,51.71V,12.41W,45,21,24041WH
10.0.70.40,2025-08-17 14:00:10,62.40W,2.89A,21.59V,13.79V,3.41A,0.25A,51.71V,12.93W,48,23,24079WH
10.0.70.40,2025-08-17 15:00:12,79.43W,3.57A,22.25V,14.58V,4.38A,0.25A,51.68V,12.92W,51,25,24142WH
10.0.70.40,2025-08-17 16:00:12,15.41W,1.12A,13.76V,13.24V,0.00A,0.22A,51.71V,11.38W,50,26,24183WH
10.0.70.40,2025-08-17 17:00:11,6.48W,0.49A,13.23V,12.85V,0.00A,0.25A,51.71V,12.93W,48,26,24191WH
10.0.70.40,2025-08-17 18:00:12,4.69W,0.34A,13.78V,12.73V,0.00A,0.24A,51.75V,12.42W,48,25,24195WH
10.0.70.40,2025-08-17 19:00:11,0.00W,0.00A,20.99V,12.60V,0.00A,0.22A,51.75V,11.39W,46,24,24197WH
10.0.70.40,2025-08-17 20:00:10,0.00W,0.00A,0.00V,12.66V,0.00A,0.09A,51.77V,4.66W,42,22,24198WH
10.0.70.40,2025-08-17 21:00:09,0.00W,0.00A,0.00V,12.62V,0.00A,0.09A,51.79V,4.66W,39,20,24198WH
10.0.70.40,2025-08-17 22:00:09,0.00W,0.00A,0.00V,12.56V,0.00A,0.08A,51.75V,4.14W,37,18,24198WH
10.0.70.40,2025-08-17 23:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.09A,51.81V,4.66W,36,17,24198WH
10.0.70.40,2025-08-18 00:00:09,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.81V,4.66W,35,16,24198WH
10.0.70.40,2025-08-18 01:00:09,0.00W,0.00A,0.00V,12.49V,0.00A,0.09A,51.82V,4.66W,33,14,24198WH
10.0.70.40,2025-08-18 02:00:09,0.00W,0.00A,0.00V,12.45V,0.00A,0.10A,51.84V,5.18W,31,12,24198WH
10.0.70.40,2025-08-18 03:00:09,0.00W,0.00A,0.00V,12.43V,0.00A,0.10A,51.86V,5.19W,30,11,24198WH
10.0.70.40,2025-08-18 04:00:09,0.00W,0.00A,0.00V,12.39V,0.00A,0.10A,51.84V,5.18W,29,10,24198WH
10.0.70.40,2025-08-18 05:00:10,0.00W,0.00A,0.00V,12.35V,0.00A,0.09A,51.86V,4.67W,29,10,24198WH
10.0.70.40,2025-08-18 06:00:10,0.00W,0.00A,0.00V,12.35V,0.00A,0.09A,51.86V,4.67W,29,10,24198WH
10.0.70.40,2025-08-18 07:00:10,8.11W,0.63A,12.87V,12.49V,0.00A,0.10A,51.84V,5.18W,31,10,24199WH
10.0.70.40,2025-08-18 08:00:09,62.17W,3.33A,18.67V,14.05V,3.85A,0.09A,51.75V,4.66W,39,17,24237WH
10.0.70.40,2025-08-18 09:00:10,56.60W,2.49A,22.73V,14.34V,2.93A,0.22A,51.73V,11.38W,44,20,24281WH
10.0.70.40,2025-08-18 10:00:10,45.06W,1.96A,22.99V,14.58V,2.07A,0.24A,51.71V,12.41W,47,23,24326WH
10.0.70.40,2025-08-18 11:00:10,37.87W,1.61A,23.52V,14.58V,1.34A,0.24A,51.71V,12.41W,48,23,24360WH
10.0.70.40,2025-08-18 12:00:10,29.39W,1.27A,23.14V,14.60V,0.86A,0.24A,51.71V,12.41W,49,24,24387WH
10.0.70.40,2025-08-18 13:00:10,15.82W,0.68A,23.26V,14.62V,0.00A,0.24A,51.73V,12.42W,49,25,24406WH
10.0.70.40,2025-08-18 14:00:10,15.79W,0.68A,23.22V,14.58V,0.00A,0.22A,51.69V,11.37W,50,26,24421WH
10.0.70.40,2025-08-18 15:00:10,23.99W,1.07A,22.42V,14.51V,0.43A,0.21A,51.66V,10.85W,51,27,24436WH
10.0.70.40,2025-08-18 16:00:10,14.19W,0.63A,22.52V,15.02V,0.00A,0.22A,51.69V,11.37W,50,27,24449WH
10.0.70.40,2025-08-18 17:00:10,15.29W,1.12A,13.65V,13.15V,0.00A,0.24A,51.71V,12.41W,50,26,24462WH
10.0.70.40,2025-08-18 18:00:10,11.19W,0.83A,13.48V,13.00V,0.00A,0.22A,51.69V,11.37W,49,26,24474WH
10.0.70.40,2025-08-18 19:00:10,5.14W,0.39A,13.17V,12.81V,0.00A,0.24A,51.71V,12.41W,47,25,24482WH
10.0.70.40,2025-08-18 20:00:09,0.00W,0.00A,13.78V,12.81V,0.00A,0.08A,51.73V,4.14W,45,23,24484WH
10.0.70.40,2025-08-18 21:00:10,0.00W,0.00A,0.00V,12.77V,0.00A,0.09A,51.79V,4.66W,41,21,24484WH
10.0.70.40,2025-08-18 22:00:10,0.00W,0.00A,0.00V,12.71V,0.00A,0.09A,51.77V,4.66W,38,18,24484WH
10.0.70.40,2025-08-18 23:00:09,0.00W,0.00A,0.00V,12.66V,0.00A,0.09A,51.81V,4.66W,37,17,24484WH
10.0.70.40,2025-08-19 00:00:09,0.00W,0.00A,0.00V,12.64V,0.00A,0.09A,51.82V,4.66W,35,16,24484WH
10.0.70.40,2025-08-19 01:00:09,0.00W,0.00A,0.00V,12.60V,0.00A,0.09A,51.81V,4.66W,34,15,24484WH
10.0.70.40,2025-08-19 02:00:10,0.00W,0.00A,0.00V,12.56V,0.00A,0.10A,51.82V,5.18W,34,14,24484WH
10.0.70.40,2025-08-19 03:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.09A,51.82V,4.66W,34,15,24484WH
10.0.70.40,2025-08-19 04:00:09,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.82V,4.66W,34,15,24484WH
10.0.70.40,2025-08-19 05:00:10,0.00W,0.00A,0.00V,12.49V,0.00A,0.09A,51.81V,4.66W,34,15,24484WH
10.0.70.40,2025-08-19 06:00:09,0.00W,0.00A,0.00V,12.45V,0.00A,0.09A,51.81V,4.66W,34,15,24484WH
10.0.70.40,2025-08-19 07:00:10,0.00W,0.00A,21.31V,12.47V,0.00A,0.09A,51.79V,4.66W,36,15,24484WH
10.0.70.40,2025-08-19 08:00:09,15.05W,1.12A,13.44V,12.92V,0.57A,0.09A,51.77V,4.66W,38,16,24490WH
10.0.70.40,2025-08-19 09:00:11,47.47W,2.59A,18.33V,13.68V,2.07A,0.24A,51.73V,12.42W,44,20,24518WH
10.0.70.40,2025-08-19 10:00:10,62.53W,2.74A,22.82V,14.58V,3.27A,0.24A,51.71V,12.41W,48,23,24570WH
10.0.70.40,2025-08-19 11:00:10,37.34W,1.81A,20.63V,14.58V,1.39A,0.22A,51.69V,11.37W,49,24,24611WH
10.0.70.40,2025-08-19 12:00:10,19.39W,0.88A,22.03V,14.49V,0.24A,0.24A,51.71V,12.41W,49,25,24635WH
10.0.70.40,2025-08-19 13:00:10,15.88W,0.73A,21.76V,15.03V,0.00A,0.24A,51.73V,12.42W,48,25,24649WH
10.0.70.40,2025-08-19 14:00:10,15.49W,0.68A,22.78V,15.05V,0.00A,0.24A,51.71V,12.41W,48,24,24661WH
10.0.70.40,2025-08-19 15:00:10,19.36W,0.93A,20.82V,14.68V,0.14A,0.24A,51.71V,12.41W,48,24,24675WH
10.0.70.40,2025-08-19 16:00:10,15.04W,0.68A,22.12V,15.05V,0.00A,0.24A,51.73V,12.42W,47,23,24685WH
10.0.70.40,2025-08-19 17:00:10,9.06W,0.68A,13.32V,12.86V,0.00A,0.22A,51.73V,11.38W,46,23,24697WH
10.0.70.40,2025-08-19 18:00:10,0.00W,0.00A,21.40V,12.68V,0.00A,0.22A,51.73V,11.38W,46,23,24702WH
10.0.70.40,2025-08-19 19:00:09,0.00W,0.00A,0.00V,12.60V,0.00A,0.22A,51.73V,11.38W,45,22,24703WH
10.0.70.40,2025-08-19 20:00:10,0.00W,0.00A,0.00V,12.66V,0.00A,0.08A,51.73V,4.14W,41,21,24703WH
10.0.70.40,2025-08-19 21:00:09,0.00W,0.00A,0.00V,12.62V,0.00A,0.08A,51.77V,4.14W,40,20,24703WH
10.0.70.40,2025-08-19 22:00:09,0.00W,0.00A,0.00V,12.58V,0.00A,0.08A,51.79V,4.14W,39,20,24703WH
10.0.70.40,2025-08-19 23:00:09,0.00W,0.00A,0.00V,12.54V,0.00A,0.08A,51.75V,4.14W,39,19,24703WH
10.0.70.40,2025-08-20 00:00:10,0.00W,0.00A,0.00V,12.51V,0.00A,0.08A,51.79V,4.14W,38,19,24703WH
10.0.70.40,2025-08-20 01:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.08A,51.77V,4.14W,38,19,24703WH
10.0.70.40,2025-08-20 02:00:09,0.00W,0.00A,0.00V,12.45V,0.00A,0.08A,51.79V,4.14W,38,19,24703WH
10.0.70.40,2025-08-20 03:00:09,0.00W,0.00A,0.00V,12.41V,0.00A,0.08A,51.77V,4.14W,38,18,24703WH
10.0.70.40,2025-08-20 04:00:09,0.00W,0.00A,0.00V,12.41V,0.00A,0.08A,51.77V,4.14W,38,18,24703WH
10.0.70.40,2025-08-20 05:00:09,0.00W,0.00A,0.00V,12.39V,0.00A,0.09A,51.79V,4.66W,38,19,24703WH
10.0.70.40,2025-08-20 06:00:10,0.00W,0.00A,0.00V,12.35V,0.00A,0.08A,51.79V,4.14W,38,19,24703WH
10.0.70.40,2025-08-20 07:00:10,0.00W,0.00A,0.00V,12.35V,0.00A,0.09A,51.79V,4.66W,38,19,24703WH
10.0.70.40,2025-08-20 08:00:09,0.00W,0.00A,20.54V,12.35V,0.00A,0.09A,51.81V,4.66W,40,19,24703WH
10.0.70.40,2025-08-20 09:00:10,9.34W,0.73A,12.80V,12.39V,0.00A,0.22A,51.75V,11.39W,43,20,24706WH
10.0.70.40,2025-08-20 10:00:10,11.51W,0.88A,13.08V,12.64V,0.00A,0.22A,51.77V,11.39W,44,21,24717WH
10.0.70.40,2025-08-20 11:00:10,16.45W,1.22A,13.48V,12.98V,0.04A,0.22A,51.75V,11.39W,44,22,24732WH
10.0.70.40,2025-08-20 12:00:11,41.57W,2.35A,17.69V,13.45V,1.78A,0.22A,51.73V,11.38W,47,23,24764WH
10.0.70.40,2025-08-20 13:00:11,18.02W,1.32A,13.65V,13.13V,0.19A,0.22A,51.68V,11.37W,49,25,24801WH
10.0.70.40,2025-08-20 14:00:10,39.42W,2.25A,17.52V,13.45V,1.54A,0.25A,51.71V,12.93W,49,25,24833WH
10.0.70.40,2025-08-20 15:00:10,23.72W,1.71A,13.87V,13.37V,0.62A,0.22A,51.71V,11.38W,49,26,24867WH
10.0.70.40,2025-08-20 16:00:10,16.74W,1.22A,13.72V,13.20V,0.04A,0.22A,51.69V,11.37W,49,26,24892WH
10.0.70.40,2025-08-20 17:00:11,14.58W,1.07A,13.63V,13.11V,0.00A,0.22A,51.71V,11.38W,49,27,24909WH
10.0.70.40,2025-08-20 18:00:10,9.67W,0.73A,13.25V,12.83V,0.00A,0.22A,51.69V,11.37W,49,26,24918WH
10.0.70.40,2025-08-20 19:00:10,3.28W,0.24A,13.68V,12.66V,0.00A,0.08A,51.69V,4.14W,49,26,24923WH
10.0.70.40,2025-08-20 20:00:10,0.00W,0.00A,0.00V,12.68V,0.00A,0.08A,51.71V,4.14W,43,24,24923WH
10.0.70.40,2025-08-20 21:00:09,0.00W,0.00A,0.00V,12.64V,0.00A,0.08A,51.75V,4.14W,41,22,24923WH
10.0.70.40,2025-08-20 22:00:10,0.00W,0.00A,0.00V,12.60V,0.00A,0.09A,51.79V,4.66W,39,20,24923WH
10.0.70.40,2025-08-20 23:00:09,0.00W,0.00A,0.00V,12.56V,0.00A,0.09A,51.79V,4.66W,38,19,24923WH
10.0.70.40,2025-08-21 00:00:10,0.00W,0.00A,0.00V,12.52V,0.00A,0.09A,51.79V,4.66W,37,18,24923WH
10.0.70.40,2025-08-21 01:00:09,0.00W,0.00A,0.00V,12.51V,0.00A,0.10A,51.81V,5.18W,36,17,24923WH
10.0.70.40,2025-08-21 02:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.81V,4.66W,35,16,24923WH
10.0.70.40,2025-08-21 03:00:09,0.00W,0.00A,0.00V,12.45V,0.00A,0.09A,51.82V,4.66W,34,15,24923WH
10.0.70.40,2025-08-21 04:00:10,0.00W,0.00A,0.00V,12.43V,0.00A,0.10A,51.84V,5.18W,33,14,24923WH
10.0.70.40,2025-08-21 05:00:09,0.00W,0.00A,0.00V,12.41V,0.00A,0.09A,51.82V,4.66W,33,14,24923WH
10.0.70.40,2025-08-21 06:00:09,0.00W,0.00A,0.00V,12.37V,0.00A,0.10A,51.86V,5.19W,32,13,24923WH
10.0.70.40,2025-08-21 07:00:09,20.35W,1.51A,13.48V,12.94V,0.91A,0.09A,51.82V,4.66W,34,13,24926WH
10.0.70.40,2025-08-21 08:00:10,73.57W,4.06A,18.12V,14.51V,4.42A,0.16A,51.73V,8.28W,44,21,24966WH
10.0.70.40,2025-08-21 09:00:10,51.57W,2.30A,22.42V,14.56V,2.40A,0.25A,51.69V,12.92W,51,28,25023WH
10.0.70.40,2025-08-21 10:00:09,36.50W,1.61A,22.67V,14.58V,1.44A,0.22A,51.69V,11.37W,52,29,25061WH
10.0.70.40,2025-08-21 11:00:10,31.32W,1.37A,22.86V,14.58V,0.91A,0.22A,51.68V,11.37W,53,28,25090WH
10.0.70.40,2025-08-21 12:00:10,25.54W,1.12A,22.80V,14.60V,0.72A,0.22A,51.66V,11.37W,54,30,25114WH
10.0.70.40,2025-08-21 13:00:10,24.50W,1.07A,22.90V,14.54V,0.57A,0.22A,51.68V,11.37W,54,31,25132WH
10.0.70.40,2025-08-21 14:00:11,15.06W,0.73A,20.63V,14.62V,0.00A,0.24A,51.68V,12.40W,54,31,25148WH
10.0.70.40,2025-08-21 15:00:11,35.26W,1.61A,21.90V,14.47V,1.05A,0.26A,51.68V,13.44W,54,31,25163WH
10.0.70.40,2025-08-21 16:00:10,14.51W,0.63A,23.03V,15.00V,0.00A,0.22A,51.68V,11.37W,54,31,25177WH
10.0.70.40,2025-08-21 17:00:11,14.54W,1.07A,13.59V,13.09V,0.00A,0.22A,51.69V,11.37W,54,31,25188WH
10.0.70.40,2025-08-21 18:00:11,5.14W,0.39A,13.17V,12.83V,0.00A,0.22A,51.68V,11.37W,53,30,25198WH
10.0.70.40,2025-08-21 19:00:11,0.00W,0.00A,20.42V,12.77V,0.00A,0.07A,51.66V,3.62W,52,29,25202WH
10.0.70.40,2025-08-21 20:00:09,0.00W,0.00A,0.00V,12.77V,0.00A,0.08A,51.71V,4.14W,47,26,25202WH
10.0.70.40,2025-08-21 21:00:10,0.00W,0.00A,0.00V,12.71V,0.00A,0.08A,51.73V,4.14W,43,23,25202WH
10.0.70.40,2025-08-21 22:00:10,0.00W,0.00A,0.00V,12.68V,0.00A,0.08A,51.73V,4.14W,41,21,25202WH
10.0.70.40,2025-08-21 23:00:10,0.00W,0.00A,0.00V,12.64V,0.00A,0.08A,51.75V,4.14W,39,19,25202WH
10.0.70.40,2025-08-22 00:00:09,0.00W,0.00A,0.00V,12.60V,0.00A,0.08A,51.77V,4.14W,38,18,25202WH
10.0.70.40,2025-08-22 01:00:09,0.00W,0.00A,0.00V,12.58V,0.00A,0.09A,51.81V,4.66W,37,17,25202WH
10.0.70.40,2025-08-22 02:00:10,0.00W,0.00A,0.00V,12.54V,0.00A,0.09A,51.79V,4.66W,36,16,25202WH
10.0.70.40,2025-08-22 03:00:09,0.00W,0.00A,0.00V,12.52V,0.00A,0.09A,51.81V,4.66W,36,16,25202WH
10.0.70.40,2025-08-22 04:00:09,0.00W,0.00A,0.00V,12.51V,0.00A,0.09A,51.81V,4.66W,35,15,25202WH
10.0.70.40,2025-08-22 05:00:09,0.00W,0.00A,0.00V,12.47V,0.00A,0.09A,51.81V,4.66W,35,15,25202WH
10.0.70.40,2025-08-22 06:00:10,0.00W,0.00A,0.00V,12.45V,0.00A,0.09A,51.81V,4.66W,34,14,25202WH
10.0.70.40,2025-08-22 07:00:09,18.30W,1.37A,13.36V,12.85V,0.72A,0.09A,51.79V,4.66W,36,14,25203WH
10.0.70.40,2025-08-22 08:00:09,66.53W,4.01A,16.59V,14.22V,3.90A,0.16A,51.73V,8.28W,45,22,25241WH
10.0.70.40,2025-08-22 09:00:10,45.12W,2.05A,22.01V,14.58V,2.35A,0.22A,51.68V,11.37W,53,30,25298WH
10.0.70.40,2025-08-22 10:00:10,27.17W,1.22A,22.27V,14.60V,0.96A,0.24A,51.66V,12.40W,55,32,25331WH
10.0.70.40,2025-08-22 11:00:11,15.27W,0.68A,22.46V,14.58V,0.00A,0.22A,51.66V,11.37W,56,33,25351WH
10.0.70.40,2025-08-22 12:00:11,15.33W,0.68A,22.54V,14.62V,0.00A,0.24A,51.68V,12.40W,57,34,25368WH
10.0.70.40,2025-08-22 13:00:12,14.28W,0.63A,22.67V,14.62V,0.00A,0.22A,51.64V,11.36W,57,34,25384WH
10.0.70.40,2025-08-22 14:00:10,18.58W,0.83A,22.39V,14.54V,0.28A,0.22A,51.66V,11.37W,58,35,25400WH
10.0.70.40,2025-08-22 15:00:11,24.35W,1.12A,21.74V,14.56V,0.48A,0.24A,51.64V,12.39W,59,36,25415WH
10.0.70.40,2025-08-22 16:00:11,14.20W,0.63A,22.54V,15.00V,0.00A,0.24A,51.64V,12.39W,58,36,25430WH
10.0.70.40,2025-08-22 17:00:11,14.46W,0.68A,21.27V,15.00V,0.00A,0.22A,51.66V,11.37W,56,34,25443WH
10.0.70.40,2025-08-22 18:00:10,7.04W,0.53A,13.29V,12.86V,0.00A,0.22A,51.68V,11.37W,54,32,25452WH
10.0.70.40,2025-08-22 19:00:10,0.00W,0.00A,20.42V,12.71V,0.00A,0.22A,51.68V,11.37W,53,31,25456WH
10.0.70.40,2025-08-22 20:00:09,0.00W,0.00A,0.00V,12.77V,0.00A,0.08A,51.69V,4.14W,49,29,25456WH
10.0.70.40,2025-08-22 21:00:10,0.00W,0.00A,0.00V,12.73V,0.00A,0.09A,51.75V,4.66W,46,27,25456WH
10.0.70.40,2025-08-22 22:00:09,0.00W,0.00A,0.00V,12.68V,0.00A,0.08A,51.73V,4.14W,45,26,25456WH
10.0.70.40,2025-08-22 23:00:09,0.00W,0.00A,0.00V,12.64V,0.00A,0.08A,51.75V,4.14W,44,25,25456WH
10.0.70.40,2025-08-23 00:00:10,0.00W,0.00A,0.00V,12.60V,0.00A,0.08A,51.73V,4.14W,43,24,25456WH
